County,Jurisdiction,Year,Population
Kings,Lemoore,1971," 4,400 "
Kings,Unincorporated Kings,1971," 41,650 "
Lake,Clearlake,1971, -   
Lake,Lakeport,1971," 3,030 "
Lake,Unincorporated Lake,1971," 17,450 "
Lassen,Susanville,1971," 6,600 "
Lassen,Unincorporated Lassen,1971," 10,250 "
Los Angeles,Agoura Hills,1971, -   
Los Angeles,Alhambra,1971," 62,400 "
Los Angeles,Arcadia,1971," 45,350 "
Los Angeles,Artesia,1971," 14,750 "
Los Angeles,Avalon,1971," 1,530 "
Los Angeles,Azusa,1971," 25,500 "
Los Angeles,Baldwin Park,1971," 46,900 "
Los Angeles,Bell,1971," 22,350 "
Los Angeles,Bell Gardens,1971," 29,500 "
Los Angeles,Bellflower,1971," 51,800 "
Los Angeles,Beverly Hills,1971," 33,400 "
Los Angeles,Bradbury,1971, 840 
Los Angeles,Burbank,1971," 88,900 "
Los Angeles,Calabasas,1971, -   
Los Angeles,Carson,1971," 74,200 "
Los Angeles,Cerritos,1971," 22,250 "
Los Angeles,Claremont,1971," 24,800 "
Los Angeles,Commerce,1971," 10,550 "
Los Angeles,Compton,1971," 78,000 "
Los Angeles,Covina,1971," 31,000 "
Los Angeles,Cudahy,1971," 17,050 "
Los Angeles,Culver City,1971," 35,350 "
Los Angeles,Diamond Bar,1971, -   
Los Angeles,Downey,1971," 88,200 "
Los Angeles,Duarte,1971," 14,950 "
Los Angeles,El Monte,1971," 70,400 "
Los Angeles,El Segundo,1971," 15,550 "
Los Angeles,Gardena,1971," 42,100 "
Los Angeles,Glendale,1971," 132,300 "
Los Angeles,Glendora,1971," 31,950 "
Los Angeles,Hawaiian Gardens,1971," 9,300 "
Los Angeles,Hawthorne,1971," 54,000 "
Los Angeles,Hermosa Beach,1971," 17,550 "
Los Angeles,Hidden Hills,1971," 1,540 "
Los Angeles,Huntington Park,1971," 33,900 "
Los Angeles,Industry,1971, 720 
Los Angeles,Inglewood,1971," 89,800 "
Los Angeles,Irwindale,1971, 800 
Los Angeles,La Canada Flintridge,1971, -   
Los Angeles,La Habra Heights,1971, -   
Los Angeles,La Mirada,1971," 30,750 "
Los Angeles,La Puente,1971," 31,100 "
Los Angeles,La Verne,1971," 13,300 "
Los Angeles,Lakewood,1971," 82,600 "
Los Angeles,Lancaster,1971, -   
Los Angeles,Lawndale,1971," 24,600 "
Los Angeles,Lomita,1971," 19,700 "
Los Angeles,Long Beach,1971," 360,500 "
Los Angeles,Los Angeles,1971," 2,826,200 "
Los Angeles,Lynwood,1971," 43,200 "
Los Angeles,Malibu,1971, -   
Los Angeles,Manhattan Beach,1971," 35,100 "
Los Angeles,Maywood,1971," 17,250 "
Los Angeles,Monrovia,1971," 30,400 "
Los Angeles,Montebello,1971," 43,550 "
Los Angeles,Monterey Park,1971," 49,400 "
Los Angeles,Norwalk,1971," 89,800 "
Los Angeles,Palmdale,1971," 9,025 "
Los Angeles,Palos Verdes Estates,1971," 13,650 "
Los Angeles,Paramount,1971," 34,400 "
Los Angeles,Pasadena,1971," 112,400 "
Los Angeles,Pico Rivera,1971," 53,800 "
Los Angeles,Pomona,1971," 87,400 "
Los Angeles,Rancho Palos Verdes,1971, -   
Los Angeles,Redondo Beach,1971," 58,100 "
Los Angeles,Rolling Hills,1971," 2,020 "
Los Angeles,Rolling Hills Estates,1971," 6,875 "
Los Angeles,Rosemead,1971," 41,100 "
Los Angeles,San Dimas,1971," 15,750 "
Los Angeles,San Fernando,1971," 16,550 "
Los Angeles,San Gabriel,1971," 29,350 "
Los Angeles,San Marino,1971," 14,150 "
Los Angeles,Santa Clarita,1971, -   
Los Angeles,Santa Fe Springs,1971," 14,800 "
Los Angeles,Santa Monica,1971," 89,000 "
Los Angeles,Sierra Madre,1971," 12,050 "
Los Angeles,Signal Hill,1971," 5,500 "
Los Angeles,South El Monte,1971," 13,950 "
Los Angeles,South Gate,1971," 56,900 "
Los Angeles,South Pasadena,1971," 23,050 "
Los Angeles,Temple City,1971," 30,850 "
Los Angeles,Torrance,1971," 135,400 "
Los Angeles,Unincorporated Los Angeles,1971," 1,038,000 "
Los Angeles,Vernon,1971, 250 
Los Angeles,Walnut,1971," 6,000 "
Los Angeles,West Covina,1971," 68,700 "
Los Angeles,West Hollywood,1971, -   
Los Angeles,Westlake Village,1971, -   
Los Angeles,Whittier,1971," 73,100 "
Madera,Chowchilla,1971," 4,400 "
Madera,Madera,1971," 16,300 "
Madera,Unincorporated Madera,1971," 21,750 "
Marin,Belvedere,1971," 2,610 "
Marin,Corte Madera,1971," 8,500 "
Marin,Fairfax,1971," 7,675 "
Marin,Larkspur,1971," 10,900 "
Marin,Mill Valley,1971," 13,150 "
Marin,Novato,1971," 31,450 "
Marin,Ross,1971," 2,750 "
Marin,San Anselmo,1971," 13,100 "
Marin,San Rafael,1971," 39,950 "
Marin,Sausalito,1971," 6,275 "
Marin,Tiburon,1971," 6,350 "
Marin,Unincorporated Marin,1971," 66,200 "
Mariposa,Unincorporated Mariposa,1971," 6,225 "
Mendocino,Fort Bragg,1971," 4,510 "
Mendocino,Point Arena,1971, 430 
Mendocino,Ukiah,1971," 10,100 "
Mendocino,Unincorporated Mendocino,1971," 33,700 "
Mendocino,Willits,1971," 3,150 "
Merced,Atwater,1971," 12,050 "
Merced,Dos Palos,1971," 2,580 "
Merced,Gustine,1971," 2,820 "
Merced,Livingston,1971," 2,790 "
Merced,Los Banos,1971," 9,250 "
Merced,Merced,1971," 23,950 "
Merced,Unincorporated Merced,1971," 53,400 "
Modoc,Alturas,1971," 2,800 "
Modoc,Unincorporated Modoc,1971," 4,800 "
Mono,Mammoth Lakes,1971, -   
Mono,Unincorporated Mono,1971," 4,450 "
Monterey,Carmel-by-the-Sea,1971," 4,540 "
Monterey,Del Rey Oaks,1971," 1,810 "
Monterey,Gonzales,1971," 2,580 "
Monterey,Greenfield,1971," 2,740 "
Monterey,King City,1971," 3,920 "
Monterey,Marina,1971, -   
Monterey,Monterey,1971," 26,050 "
Monterey,Pacific Grove,1971," 14,300 "
Monterey,Salinas,1971," 60,400 "
Monterey,Sand City,1971, 220 
Monterey,Seaside,1971," 36,400 "
Monterey,Soledad,1971," 4,280 "
Monterey,Unincorporated Monterey,1971," 92,100 "
Napa,American Canyon     ,1971, -   
Napa,Calistoga,1971," 2,020 "
Napa,Napa,1971," 38,300 "
Napa,St. Helena,1971," 3,340 "
Napa,Unincorporated Napa,1971," 34,350 "
Napa,Yountville,1971," 2,460 "
Nevada,Grass Valley,1971," 5,150 "
Nevada,Nevada City,1971," 2,320 "
Nevada,Truckee             ,1971, -   
Nevada,Unincorporated Nevada,1971," 19,350 "
Orange,Aliso Viejo,1971, -   
Orange,Anaheim,1971," 170,900 "
Orange,Brea,1971," 19,100 "
Orange,Buena Park,1971," 62,900 "
Orange,Costa Mesa,1971," 72,900 "
Orange,Cypress,1971," 33,200 "
Orange,Dana Point,1971, -   
Orange,Fountain Valley,1971," 36,150 "
Orange,Fullerton,1971," 86,600 "
Orange,Garden Grove,1971," 120,700 "
Orange,Huntington Beach,1971," 122,800 "
Orange,Irvine,1971, -   
Orange,La Habra,1971," 41,600 "
Orange,La Palma,1971," 10,500 "
Orange,Laguna Beach,1971," 14,750 "
Orange,Laguna Hills,1971, -   
Orange,Laguna Niguel,1971, -   
Orange,Laguna Woods,1971, -   
Orange,Lake Forest,1971, -   
Orange,Lake Forest         ,1971, -   
Orange,Los Alamitos,1971," 11,350 "
Orange,Mission Viejo,1971, -   
Orange,Newport Beach,1971," 51,200 "
Orange,Orange,1971," 78,100 "
Orange,Placentia,1971," 23,300 "
Orange,Rancho Santa Margarita,1971, -   
Orange,San Clemente,1971," 17,450 "
Orange,San Juan Capistrano ,1971," 4,760 "
Orange,Santa Ana,1971," 159,200 "
Orange,Seal Beach,1971," 25,150 "
Orange,Stanton,1971," 19,300 "
Orange,Tustin,1971," 23,600 "
Orange,Unincorporated Orange,1971," 176,500 "
Orange,Villa Park,1971," 3,160 "
Orange,Westminister,1971," 60,800 "
Orange,Yorba Linda,1971," 14,050 "
Placer,Auburn,1971," 6,550 "
Placer,Colfax,1971, 790 
Placer,Lincoln,1971," 3,220 "
Placer,Loomis,1971, -   
Placer,Rocklin,1971," 3,080 "
Placer,Roseville,1971," 18,450 "
Placer,Unincorporated Placer,1971," 46,800 "
Plumas,Portola,1971," 1,620 "
Plumas,Unincorporated Plumas,1971," 10,250 "
Riverside,Banning,1971," 12,150 "
Riverside,Beaumont,1971," 5,700 "
Riverside,Blythe,1971," 7,125 "
Riverside,Calimesa,1971, -   
Riverside,Canyon Lake,1971, -   
Riverside,Cathedral City,1971, -   
Riverside,Coachella,1971," 8,525 "
Riverside,Corona,1971," 28,350 "
Riverside,Desert Hot Springs,1971," 2,830 "
Riverside,Eastvale,1971, -   
Riverside,Hemet,1971," 13,350 "
Riverside,Indian Wells,1971, 830 
Riverside,Indio,1971," 16,700 "
Riverside,Jurupa Valley,1971, -   
Riverside,La Quinta,1971, -   
Riverside,Lake Elsinore,1971," 3,800 "
Riverside,Menifee,1971, -   
Riverside,Moreno Valley,1971, -   
Riverside,Murietta,1971, -   
Riverside,Norco,1971," 15,000 "
Riverside,Palm Desert,1971, -   
Riverside,Palm Springs,1971," 22,400 "
Riverside,Perris,1971," 4,570 "
Riverside,Rancho Mirage,1971, -   
Riverside,Riverside,1971," 144,200 "
Riverside,San Jacinto,1971," 4,700 "
Riverside,Temecula,1971, -   
Riverside,Unincorporated Riverside,1971," 179,600 "
Riverside,Wildomar,1971, -   
Sacramento,Citrus Heights,1971, -   
Sacramento,Elk Grove,1971, -   
Sacramento,Folsom,1971," 6,475 "
Sacramento,Galt,1971," 3,380 "
Sacramento,Isleton,1971, 850 
Sacramento,Rancho Cordova,1971, -   
Sacramento,Sacramento,1971," 259,200 "
Sacramento,Unincorporated Sacramento,1971," 374,600 "
San Benito,Hollister,1971," 8,025 "
San Benito,San Juan Bautista,1971," 1,160 "
San Benito,Unincorporated San Benito,1971," 9,500 "
San Bernardino,Adelanto,1971, -   
San Bernardino,Apple Valley,1971, -   
San Bernardino,Barstow,1971," 17,300 "
San Bernardino,Big Bear Lake,1971, -   
San Bernardino,Chino,1971," 20,950 "
San Bernardino,Chino Hills,1971, -   
San Bernardino,Colton,1971," 20,100 "
San Bernardino,Fontana,1971," 21,450 "
San Bernardino,Grand Terrace,1971, -   
San Bernardino,Hesperia,1971, -   
San Bernardino,Highland,1971, -   
San Bernardino,Loma Linda,1971, -   
San Bernardino,Montclair,1971," 22,400 "
San Bernardino,Needles,1971," 4,060 "
San Bernardino,Ontario,1971," 64,500 "
San Bernardino,Rancho Cucamonga,1971, -   
San Bernardino,Redlands,1971," 36,450 "
San Bernardino,Rialto,1971," 28,850 "
San Bernardino,San Bernardino,1971," 107,500 "
San Bernardino,Twentynine Palms,1971, -   
San Bernardino,Unincorporated San Bernardino,1971," 301,400 "
San Bernardino,Upland,1971," 33,400 "
San Bernardino,Victorville,1971," 11,050 "
San Bernardino,Yucaipa,1971, -   
San Bernardino,Yucca Valley,1971, -   
San Diego,Carlsbad,1971," 15,050 "
San Diego,Chula Vista,1971," 67,700 "
San Diego,Coronado,1971," 18,950 "
San Diego,Del Mar,1971," 4,020 "
San Diego,El Cajon,1971," 52,800 "
San Diego,Encinitas,1971, -   
San Diego,Escondido,1971," 38,200 "
San Diego,Imperial Beach,1971," 19,900 "
San Diego,La Mesa,1971," 39,150 "
San Diego,Lemon Grove,1971, -   
San Diego,National City,1971," 42,050 "
San Diego,Oceanside,1971," 41,750 "
San Diego,Poway,1971, -   
San Diego,San Diego,1971," 697,300 "
San Diego,San Marcos,1971," 4,540 "
San Diego,Santee,1971, -   
San Diego,Solana Beach,1971, -   
San Diego,Unincorporated San Diego,1971," 295,800 "
San Diego,Vista,1971," 24,800 "
San Francisco,San Francisco,1971," 712,800 "
San Joaquin,Escalon,1971," 2,400 "
San Joaquin,Lathrop,1971, -   
San Joaquin,Lodi,1971," 29,300 "
San Joaquin,Manteca,1971," 14,350 "
San Joaquin,Ripon,1971," 2,710 "
San Joaquin,Stockton,1971," 111,200 "
San Joaquin,Tracy,1971," 14,850 "
San Joaquin,Unincorporated San Joaquin,1971," 118,100 "
San Luis Obispo,Arroyo Grande,1971," 7,600 "
San Luis Obispo,Atascadero,1971, -   
San Luis Obispo,El Paso De Robles,1971," 7,225 "
San Luis Obispo,Grover City,1971," 6,150 "
San Luis Obispo,Morro Bay,1971," 7,275 "
San Luis Obispo,Pismo Beach,1971," 4,160 "
San Luis Obispo,San Luis Obispo,1971," 29,150 "
San Luis Obispo,Unincorporated San Luis Obispo,1971," 47,250 "
San Mateo,Atherton,1971," 8,050 "
San Mateo,Belmont,1971," 23,750 "
San Mateo,Brisbane,1971," 2,960 "
San Mateo,Burlingame,1971," 27,300 "
San Mateo,Colma,1971, 520 
San Mateo,Daly City,1971," 68,100 "
San Mateo,East Palo Alto,1971, -   
San Mateo,Foster City,1971, -   
San Mateo,Half Moon Bay,1971," 4,320 "
San Mateo,Hillsborough,1971," 8,725 "
San Mateo,Menlo Park,1971," 26,600 "
San Mateo,Millbrae,1971," 20,650 "
San Mateo,Pacifica,1971," 35,700 "
San Mateo,Portola Valley,1971," 4,880 "
San Mateo,Redwood City,1971," 55,300 "
San Mateo,San Bruno,1971," 36,550 "
San Mateo,San Carlos,1971," 25,800 "
San Mateo,San Mateo,1971," 78,700 "
San Mateo,South San Francisco,1971," 46,900 "
San Mateo,Unincorporated San Mateo,1971," 79,300 "
San Mateo,Woodside,1971," 4,740 "
Santa Barbara,Buellton            ,1971, -   
Santa Barbara,Carpinteria,1971," 7,175 "
Santa Barbara,Goleta,1971, -   
Santa Barbara,Guadalupe,1971," 3,180 "
Santa Barbara,Lompoc,1971," 25,350 "
Santa Barbara,Santa Barbara,1971," 71,100 "
Santa Barbara,Santa Maria,1971," 33,000 "
Santa Barbara,Solvang,1971, -   
Santa Barbara,Unincorporated Santa Barbara,1971," 127,900 "
Santa Clara,Campbell,1971," 23,950 "
Santa Clara,Cupertino,1971," 18,750 "
Santa Clara,Gilroy,1971," 13,100 "
Santa Clara,Los Altos,1971," 25,050 "
Santa Clara,Los Altos Hills,1971," 6,850 "
Santa Clara,Los Gatos,1971," 22,750 "
Santa Clara,Milpitas,1971," 28,050 "
Santa Clara,Monte Sereno,1971," 2,900 "
Santa Clara,Morgan Hill,1971," 5,925 "
Santa Clara,Mountain View,1971," 54,800 "
Santa Clara,Palo Alto,1971," 55,500 "
Santa Clara,San Jose,1971," 475,000 "
Santa Clara,Santa Clara,1971," 86,000 "
Santa Clara,Saratoga,1971," 27,300 "
Santa Clara,Sunnyvale,1971," 97,800 "
Santa Clara,Unincorporated Santa Clara,1971," 140,900 "
Santa Cruz,Capitola,1971," 5,550 "
Santa Cruz,Santa Cruz,1971," 32,450 "
Santa Cruz,Scotts Valley,1971," 4,150 "
Santa Cruz,Unincorporated Santa Cruz,1971," 70,800 "
Santa Cruz,Watsonville,1971," 15,000 "
Shasta,Anderson,1971," 5,625 "
Shasta,Redding,1971," 16,650 "
Shasta,Shasta Lake         ,1971, -   
Shasta,Unincorporated Shasta,1971," 57,100 "
Sierra,Loyalton,1971, 930 
Sierra,Unincorporated Sierra,1971," 1,520 "
Siskiyou,Dorris,1971, 850 
Siskiyou,Dunsmuir,1971," 2,240 "
Siskiyou,Etna,1971, 660 
Siskiyou,Fort Jones,1971, 510 
Siskiyou,Montague,1971, 900 
Siskiyou,Mt. Shasta,1971," 2,240 "
Siskiyou,Tulelake,1971, 820 
Siskiyou,Unincorporated Siskiyou,1971," 16,900 "
Siskiyou,Weed,1971," 2,950 "
Siskiyou,Yreka,1971," 5,300 "
Solano,Benicia,1971," 7,825 "
Solano,Dixon,1971," 4,540 "
Solano,Fairfield,1971," 45,700 "
Solano,Rio Vista,1971," 3,160 "
Solano,Suisun City,1971," 3,000 "
Solano,Unincorporated Solano,1971," 16,300 "
Solano,Vacaville,1971," 23,250 "
Solano,Vallejo,1971," 72,300 "
Sonoma,Cloverdale,1971," 3,290 "
Sonoma,Cotati,1971," 1,630 "
Sonoma,Healdsburg,1971," 5,425 "
Sonoma,Petaluma,1971," 26,100 "
Sonoma,Rohnert Park,1971," 6,825 "
Sonoma,Santa Rosa,1971," 52,400 "
Sonoma,Sebastopol,1971," 3,960 "
Sonoma,Sonoma,1971," 4,240 "
Sonoma,Unincorporated Sonoma,1971," 106,600 "
Sonoma,Windsor             ,1971, -   
Stanislaus,Ceres,1971," 6,450 "
Stanislaus,Hughson,1971, -   
Stanislaus,Modesto,1971," 65,400 "
Stanislaus,Newman,1971," 2,550 "
Stanislaus,Oakdale,1971," 6,750 "
Stanislaus,Patterson,1971," 3,340 "
Stanislaus,Riverbank,1971," 4,050 "
Stanislaus,Turlock,1971," 14,650 "
Stanislaus,Unincorporated Stanislaus,1971," 93,500 "
Stanislaus,Waterford,1971," 2,250 "
Sutter,Live Oak,1971," 2,620 "
Sutter,Unincorporated Sutter,1971," 25,650 "
Sutter,Yuba,1971," 14,300 "
Tehama,Corning,1971," 3,600 "
Tehama,Red Bluff,1971," 7,750 "
Tehama,Tehama,1971, 320 
Tehama,Unincorporated Tehama,1971," 18,250 "
Trinity,Unincorporated Trinity,1971," 7,750 "
Tulare,Dinuba,1971," 8,050 "
Tulare,Exeter,1971," 4,550 "
Tulare,Farmersville,1971," 3,570 "
Tulare,Lindsay,1971," 5,400 "
Tulare,Porterville,1971," 12,900 "
Tulare,Tulare,1971," 16,700 "
Tulare,Unincorporated Tulare,1971," 109,200 "
Tulare,Visalia,1971," 28,650 "
Tulare,Woodlake,1971," 3,420 "
Tuolumne,Sonora,1971," 3,110 "
Tuolumne,Unincorporated Tuolumne,1971," 19,550 "
Ventura,Camarillo,1971," 20,250 "
Ventura,Fillmore,1971," 6,650 "
Ventura,Moorpark,1971, -   
Ventura,Ojai,1971," 5,625 "
Ventura,Oxnard,1971," 73,600 "
Ventura,Port Hueneme,1971," 14,900 "
Ventura,San Buenaventura,1971," 58,800 "
Ventura,Santa Paula,1971," 18,000 "
Ventura,Simi Valley,1971," 61,500 "
Ventura,Thousand Oaks,1971," 39,100 "
Ventura,Unincorporated Ventura,1971," 89,500 "
Yolo,Davis,1971," 24,750 "
Yolo,Unincorporated Yolo,1971," 44,550 "
Yolo,West Sacramento,1971, -   
Yolo,Winters,1971," 2,440 "
Yolo,Woodland,1971," 21,500 "
Yuba,Marysville,1971," 9,300 "
Yuba,Unincorporated Yuba,1971," 34,300 "
Yuba,Wheatland,1971," 1,270 "
Alameda,Alameda,1972," 72,900 "
Alameda,Albany,1972," 15,050 "
Alameda,Berkeley,1972," 112,300 "
Alameda,Dublin,1972, -   
Alameda,Emeryville,1972," 3,030 "
Alameda,Fremont,1972," 109,400 "
Alameda,Hayward,1972," 95,100 "
Alameda,Livermore,1972," 43,150 "
Alameda,Newark,1972," 28,600 "
Alameda,Oakland,1972," 353,400 "
Alameda,Piedmont,1972," 10,850 "
Alameda,Pleasanton,1972," 26,250 "
Alameda,San Leandro,1972," 69,300 "
Alameda,Unincorporated Alameda,1972," 133,100 "
Alameda,Union City,1972," 21,450 "
Alpine,Unincorporated Alpine,1972, 600 
Amador,Amador,1972, 150 
Amador,Ione,1972," 2,340 "
Amador,Jackson,1972," 2,140 "
Amador,Plymouth,1972, 520 
Amador,Sutter Creek,1972," 1,560 "
Amador,Unincorporated Amador,1972," 6,150 "
Butte,Biggs,1972," 1,180 "
Butte,Chico,1972," 20,750 "
Butte,Gridley,1972," 3,540 "
Butte,Oroville,1972," 7,525 "
Butte,Paradise,1972, -   
Butte,Unincorporated Butte,1972," 75,300 "
Calaveras,Angels,1972," 1,760 "
Calaveras,Unincorporated Calaveras,1972," 12,300 "
Colusa,Colusa,1972," 3,840 "
Colusa,Unincorporated Colusa,1972," 6,925 "
Colusa,Williams,1972," 1,560 "
Contra Costa,Antioch,1972," 30,350 "
Contra Costa,Brentwood,1972," 3,000 "
Contra Costa,Clayton,1972," 1,610 "
Contra Costa,Concord,1972," 89,900 "
Contra Costa,Danville,1972, -   
Contra Costa,El Cerrito,1972," 24,500 "
Contra Costa,Hercules,1972, 220 
Contra Costa,Lafayette,1972," 20,550 "
Contra Costa,Martinez,1972," 17,550 "
Contra Costa,Moraga,1972, -   
Contra Costa,Oakley,1972, -   
Contra Costa,Orinda,1972, -   
Contra Costa,Pinole,1972," 14,100 "
Contra Costa,Pittsburg,1972," 22,250 "
Contra Costa,Pleasant Hill,1972," 25,200 "
Contra Costa,Richmond,1972," 77,100 "
Contra Costa,San Pablo,1972," 21,150 "
Contra Costa,San Ramon,1972, -   
Contra Costa,Unincorporated Contra Costa,1972," 181,400 "
Contra Costa,Walnut Creek,1972," 41,100 "
Del Norte,Crescent City,1972," 2,740 "
Del Norte,Unincorporated Del Norte,1972," 12,550 "
El Dorado,Placerville,1972," 5,325 "
El Dorado,South Lake Taho,1972," 15,650 "
El Dorado,Unincorporated El Dorado,1972," 27,600 "
Fresno,Clovis,1972," 16,350 "
Fresno,Coalinga,1972," 6,225 "
Fresno,Firebaugh,1972," 3,290 "
Fresno,Fowler,1972," 2,250 "
Fresno,Fresno,1972," 171,200 "
Fresno,Huron,1972," 2,000 "
Fresno,Kerman,1972," 2,780 "
Fresno,Kingsburg,1972," 4,080 "
Fresno,Mendota,1972," 3,210 "
Fresno,Orange Cove,1972," 3,530 "
Fresno,Parlier,1972," 2,090 "
Fresno,Reedley,1972," 8,375 "
Fresno,San Joaquin,1972," 1,580 "
Fresno,Sanger,1972," 10,300 "
Fresno,Selma,1972," 7,800 "
Fresno,Unincorporated Fresno,1972," 182,200 "
Glenn,Orland,1972," 2,910 "
Glenn,Unincorporated Glenn,1972," 10,850 "
Glenn,Willows,1972," 4,200 "
Humboldt,Arcata,1972," 10,000 "
Humboldt,Blue Lake,1972," 1,130 "
Humboldt,Eureka,1972," 24,450 "
Humboldt,Ferndale,1972," 1,350 "
Humboldt,Fortuna,1972," 4,270 "
Humboldt,Rio Dell,1972," 2,800 "
Humboldt,Trinidad,1972, 330 
Humboldt,Unincorporated Humboldt,1972," 57,500 "
Imperial,Brawley,1972," 13,600 "
Imperial,Calexico,1972," 11,000 "
Imperial,Calipatria,1972," 1,850 "
Imperial,El Centro,1972," 20,300 "
Imperial,Holtville,1972," 3,760 "
Imperial,Imperial,1972," 3,040 "
Imperial,Unincorporated Imperial,1972," 20,950 "
Imperial,Westmorland,1972," 1,300 "
Inyo,Bishop,1972," 3,560 "
Inyo,Unincorporated Inyo,1972," 12,900 "
Kern,Arvin,1972," 5,600 "
Kern,Bakersfield,1972," 73,800 "
Kern,California City,1972," 1,910 "
Kern,Delano,1972," 15,100 "
Kern,Maricopa,1972, 720 
Kern,Mc Farland,1972," 4,350 "
Kern,Ridgecrest,1972," 8,575 "
Kern,Shafter,1972," 5,825 "
Kern,Taft,1972," 4,370 "
Kern,Tehachapi,1972," 4,340 "
Kern,Unincorporated Kern,1972," 208,300 "
Kern,Wasco,1972," 8,475 "
Kings,Avenal,1972, -   
Kings,Corcoran,1972," 5,325 "
Kings,Hanford,1972," 15,850 "
Kings,Lemoore,1972," 4,680 "
Kings,Unincorporated Kings,1972," 41,400 "
Lake,Clearlake,1972, -   
Lake,Lakeport,1972," 3,070 "
Lake,Unincorporated Lake,1972," 18,750 "
Lassen,Susanville,1972," 6,725 "
Lassen,Unincorporated Lassen,1972," 10,600 "
Los Angeles,Agoura Hills,1972, -   
Los Angeles,Alhambra,1972," 62,400 "
Los Angeles,Arcadia,1972," 45,400 "
Los Angeles,Artesia,1972," 14,650 "
Los Angeles,Avalon,1972," 1,530 "
Los Angeles,Azusa,1972," 25,700 "
Los Angeles,Baldwin Park,1972," 46,100 "
Los Angeles,Bell,1972," 22,550 "
Los Angeles,Bell Gardens,1972," 29,600 "
Los Angeles,Bellflower,1972," 50,800 "
Los Angeles,Beverly Hills,1972," 33,200 "
Los Angeles,Bradbury,1972, 830 
Los Angeles,Burbank,1972," 88,400 "
Los Angeles,Calabasas,1972, -   
Los Angeles,Carson,1972," 76,300 "
Los Angeles,Cerritos,1972," 30,600 "
Los Angeles,Claremont,1972," 24,750 "
Los Angeles,Commerce,1972," 10,450 "
Los Angeles,Compton,1972," 76,900 "
Los Angeles,Covina,1972," 31,600 "
Los Angeles,Cudahy,1972," 17,050 "
Los Angeles,Culver City,1972," 36,350 "
Los Angeles,Diamond Bar,1972, -   
Los Angeles,Downey,1972," 87,100 "
Los Angeles,Duarte,1972," 14,800 "
Los Angeles,El Monte,1972," 70,700 "
Los Angeles,El Segundo,1972," 15,300 "
Los Angeles,Gardena,1972," 43,300 "
Los Angeles,Glendale,1972," 131,000 "
Los Angeles,Glendora,1972," 32,550 "
Los Angeles,Hawaiian Gardens,1972," 9,600 "
Los Angeles,Hawthorne,1972," 54,600 "
Los Angeles,Hermosa Beach,1972," 17,550 "
Los Angeles,Hidden Hills,1972," 1,530 "
Los Angeles,Huntington Park,1972," 34,300 "
Los Angeles,Industry,1972, 730 
Los Angeles,Inglewood,1972," 89,000 "
Los Angeles,Irwindale,1972, 810 
Los Angeles,La Canada Flintridge,1972, -   
Los Angeles,La Habra Heights,1972, -   
Los Angeles,La Mirada,1972," 31,250 "
Los Angeles,La Puente,1972," 30,950 "
Los Angeles,La Verne,1972," 13,700 "
Los Angeles,Lakewood,1972," 81,600 "
Los Angeles,Lancaster,1972, -   
Los Angeles,Lawndale,1972," 24,100 "
Los Angeles,Lomita,1972," 19,450 "
Los Angeles,Long Beach,1972," 360,700 "
Los Angeles,Los Angeles,1972," 2,829,100 "
Los Angeles,Lynwood,1972," 42,800 "
Los Angeles,Malibu,1972, -   
Los Angeles,Manhattan Beach,1972," 34,600 "
Los Angeles,Maywood,1972," 17,450 "
Los Angeles,Monrovia,1972," 30,000 "
Los Angeles,Montebello,1972," 44,250 "
Los Angeles,Monterey Park,1972," 49,500 "
